hospital,autor_id,review_text,review_rating,review_datetime_utc,review_likes,review_text_processed
Parkwest,102744864752595291245,"10 Stars..Triple A all the way..
We were treated royally...Staff is superb..
If you are going to be sick this is the place to be for sure without a doubt ♥️♥️♥️",good,10/16/2019 16:40:27,0,10 starstriple way treated royallystaff superb going sick place sure without doubt
Parkwest,115633989456663238672,"This is the Heart Hospital for real! My husband had a massive heart attack the Monday night before Thanksgiving and I watched the ER staff bring my husband back to this world. They gave him CPR for over an hour and never missed a beat nor a breath of air. The staff has been like a second family to me, so caring and compassionate. They saved my family and I well forever be  indebted to them.
Thank you Parkwest for bringing him back to me.
With love,
T. Williams",good,12/04/2019 09:20:53,4,heart real husband massive heart attack monday night thanksgiving watched er staff bring husband back world gave cpr hour never missed beat breath air staff like second family caring compassionate saved family well forever indebted thank bringing back love williams
Parkwest,102327971445638528890,3 hours and still here. Guy up front is rude and had an attitude and was being snarky when asking how much longer it’ll be. Not a good staff and awful waits. Even worse than Medical Center in Oak ridge. Would not recommend this place unless you’re wanting to be here for hours and don’t have a life.,bad,06/04/2020 03:44:13,1,3 hour still guy front rude attitude snarky asking much longer itll good staff awful wait even worse would recommend place unless youre wanting hour dont life
Parkwest,114863084331746025580,"If you want safe medical care I would suggest to go do a different facility. This hospital operates on ratios that are so far from safe. Wait times are long on inpatient units because the staff is overwhelmed with patients. Then clinical staff is given instructions to not say things like ""We are short staffed"" ""I have too many patients"" On a med surg unit the nurses are taking on average 7-10 patients. You may not understand ratios, but the average safe limit should be 5 patients to 1 nurse. Management tells us things like we are used to operating like this, so it is fine. Upper administration is too involved in opening a new wing of the hospital when they can't even appropriately staff the part that they have. Hand washing compliance is about 41%. 3/4 of the nurses working through out the entire hospital have less than 2 years of experience. If you come to this hospital learn to speak up for yourself and for safety and know that you'll be waiting, whether its in the ER to be seen. In an inpatient unit to use the restroom or get a drink or anything you need outside of your room. Nurses and techs are overwhelmed, over worked and quickly burning out.",bad,08/21/2019 23:32:03,4,want safe care would suggest go different facility operates ratio far safe wait time long inpatient unit staff overwhelmed patient clinical staff given instruction say thing like short staffed many patient med surg unit nurse taking average 710 patient may understand ratio average safe limit 5 patient 1 nurse management tell u thing like used operating like fine upper administration involved opening new wing cant even appropriately staff part hand washing compliance 41 34 nurse working entire le 2 year experience come learn speak safety know youll waiting whether er seen inpatient unit use restroom get drink anything need outside room nurse tech overwhelmed worked quickly burning
Parkwest,110462258472006746964,"The hospital was requested to do a stomach scan. My mother was in  excruciating pain. The request was at 3:30, they did not scan until 8pm at night. She kept crying for help telling them her stomach hurt and the nurse taking care of her ignored her cry for help and didn't care. The people who should of followed up on request forgot about the scan. The nurse taking care of her did not care or even try to get help. We had to keep telling her to call and figure out what is going on. They finally scanned her bladder. It was filled with 2 liters of urine which was causing her the pain. She laid there crying for help in pain for 4.5 hours and prior to requesting scan she was crying for help. She also had a sitter who watched her over night who was found SLEEPING on the job.",bad,11/17/2019 23:10:33,2,requested stomach scan mother excruciating pain request 330 scan 8pm night kept cry help telling stomach hurt nurse taking care ignored cry help didnt care people followed request forgot scan nurse taking care care even try get help keep telling call figure going finally scanned bladder filled 2 liter urine causing pain laid cry help pain 45 hour prior requesting scan cry help also sitter watched night found sleeping job
Parkwest,100777728964173329422,"Great Labor and Delivery team. We were in a rush with water breaking at the nurse's station. The nurse's didn't hesitate or fret. The nurses' assembled, assignments made, needles in place, doctor arrived, then the baby. Less than 45min and the team moved with precision all while encouraging my wife. It was a wonderful job.

Other aspects, free valet parking. The young man was quick and on point. Never had to slow for anything but getting my wife into the hospital.

The labor and delivery area is easy to get to and near the front entrance. They have excellent security measures that made me appreciate the few times I needed to leave the area.",good,03/22/2019 16:41:55,0,great labor delivery team rush water breaking nurse station nurse didnt hesitate fret nurse assembled assignment made needle place doctor arrived baby le 45min team moved precision encouraging wife wonderful job aspect free valet parking young man quick point never slow anything getting wife labor delivery area easy get near front entrance excellent security measure made appreciate time needed leave area
Parkwest,116651147551576562762,"We have been here several times and I never thought the quality of care would be so bad. My only advise especially with elderly parents, take them to UT hospital. This place has gone downhill fast!!!",bad,11/01/2019 23:01:49,2,several time never thought quality care would bad advise especially elderly parent take ut place gone downhill fast
Parkwest,100100977936267028386,"AMAZING ER visit. Dr. Piper had phenomenal bed side manners as did my nurse Stephanie Siegler. They made sure that I was taken care of and had everything I needed. Very professional, extremely kind. I would rate them most excellent.",good,07/07/2019 19:18:22,1,amazing er visit dr piper phenomenal bed side manner nurse stephanie siegler made sure taken care everything needed professional extremely kind would rate excellent
Parkwest,109428541464804619882,"Very professional Doctors in er. The nurses & cna was great to me. My nurse Ms Regan was so caring, professional, loving . Couldn't ask for a better stay. Did find out health issues I didn't know I had. The 2nd floor team is awesome!.",good,01/05/2020 03:40:55,1,professional doctor er nurse cna great nurse regan caring professional loving couldnt ask better stay find health issue didnt know 2nd floor team awesome
Parkwest,112451341499184778617,To start out I was tranfered from Sweetwater hospital because the procedure that. I needed they weren't able to do there . parkwest took me in with no questions even that wasn't the only thing I lacked ins.. The service there was by far the best that I have ever been treated anywhere. The nurse's and the doctors saved my life .  I came in with a major staff infection and had to have. A few of my vertebrates replaced with titanium boxes and screws. I was tended to and treated like a king. Never field more pain than I should have always on time with my meds the doctors were very informative.  And I never went hungry ever. It didn't matter what time of the day or night it was all I had to do is pick up the phone and within a half hour or so I was eating. I came in 50 lbs under weight and left 10 lbs over I was in there for around 2 and a half months.  I felt so comfortableat it was like home . never in my life has anyone treated me so well.  So if there is ever anything that you ever need to be medically taken care of I strongly recommend park West hospital. Hand down far better than UT medical Center ever thought about being period.... Thank you for everything park West...,good,01/31/2020 07:42:06,1,start tranfered sweetwater procedure needed werent able took question even wasnt thing lacked service far best ever treated anywhere nurse doctor saved life came major staff infection vertebrate replaced titanium box screw tended treated like king never field pain always time med doctor informative never went hungry ever didnt matter time day night pick phone within half hour eating came 50 lb weight left 10 lb around 2 half month felt comfortableat like home never life anyone treated well ever anything ever need medically taken care strongly recommend park hand far better ut ever thought period thank everything park
Parkwest,113900057323441358379,"Lieing rip-offs they overcharged my insurance company and still lefte owing thousand's! Lied to me about what the actual cost of surgery was going to be....never again! Make them put anything they say in writing....lies, lies, lies....bunch of scam artists taking advantage of you!",bad,02/25/2020 08:22:12,4,lieing ripoffs overcharged insurance company still lefte owing thousand lied actual cost surgery going benever make put anything say writinglies lie liesbunch scam artist taking advantage
Parkwest,110289778441956868729,The WORST ER ever!!! Waited 2 hours (not an unreasonable ER wait time) but presented with SOB and chest pain. Unfortunately had to deal with an arrogant doctor (Dr. Mesmer) who absolutely made me feel like I was an inconvenience. I literally fought to avoid the ER for an entire week and then I get there and can’t even get IV fluids or antibiotics after being Dx with pneumonia. WOW! Well the reputation continues on as a terrible facility...one I will NEVER RECOMMEND. Good luck on your expansion...HR should probably invest in hiring healthcare providers who are compassionate and offer quality of care.,bad,11/12/2019 17:46:59,3,worst er ever waited 2 hour unreasonable er wait time presented sob chest pain unfortunately deal arrogant doctor dr mesmer absolutely made feel like inconvenience literally fought avoid er entire week get cant even get iv fluid antibiotic dx pneumonia wow well reputation continues terrible facilityone never recommend good luck expansionhr probably invest hiring healthcare provider compassionate offer quality care
Parkwest,109461023382613173885,"In the ER, the nursing floor, and the test rooms, all the doctors, nurses, technicians, chaplain, social workers, and aides treated us with professionalism, dignity, and kindness. Several times in our week stay, staff saw us looking lost in the halls and asked how they could help. The cafeteria food was even good, and the cashiers there were friendly. The best story: on the first night, my mom was disoriented and a little scared and didn't want to have her blood drawn, so a nurse named Ashley sat on her bed, pulled out a phone, asked Mom what music she liked, and played some Elvis for her while the phlebotomist did her job. I'm not sure Mom ever knew that the procedure had been done.",good,06/05/2019 13:14:11,1,er nursing floor test room doctor nurse technician chaplain social worker aide treated u professionalism dignity kindness several time week stay staff saw u looking lost hall asked could help cafeteria food even good cashier friendly best story first night mom disoriented little scared didnt want blood drawn nurse named ashley sat bed pulled phone asked mom music liked played elvis phlebotomist job im sure mom ever knew procedure done
Parkwest,110627650303339812024,The ER is so slow the lady at the reception desk is rude and don't like her job apparently. I've been waiting to be seen for over a hr now when I came in it was only two people waiting  and she can't tell me anything cause she don't know anything smh...,bad,11/20/2019 14:04:38,3,er slow lady reception desk rude dont like job apparently ive waiting seen hr came two people waiting cant tell anything cause dont know anything smh
Parkwest,115807775798640342356,My Mother was in the hospital this Fall. I want to say that the Statcare doctors were excellent (as per any previous experiences as well) Dr. Charles Wilder in particular spoke thoroughly to explain things to Mom more than once and I appreciate that she was well taken care of.,good,10/28/2019 16:05:38,0,mother fall want say statcare doctor excellent per previous experience well dr charles wilder particular spoke thoroughly explain thing mom appreciate well taken care
Parkwest,116559094585162613155,Inattentive staff. Unwilling to listen. Does not monitor patient. Willing to leave the patient in a confused state.,bad,11/27/2019 22:52:02,3,inattentive staff unwilling listen monitor patient willing leave patient confused state
Parkwest,117171778187992374013,"My father (84) fell and broke his hip. The staff treated him like it was their own father. The surgeon was incredible. Great bedside manner and checked on him daily. The nurses on the 5th floor are the best. Rachel, Skip, Paul, and the rest of the team treated my dad with respect and care I have not seen in any hospital. Watching your aging father struggle is hard enough but this group of professionals made a tough situation better. I’d recommend these people anytime.",good,05/05/2019 16:02:52,0,father 84 fell broke hip staff treated like father surgeon incredible great bedside manner checked daily nurse 5th floor best rachel skip paul rest team treated dad respect care seen watching aging father struggle hard enough group professional made tough situation better id recommend people anytime
Parkwest,109999657419468238239,Always accommodating and friendly staff. Great food in the cafeteria.,good,04/19/2018 17:24:41,1,always accommodating friendly staff great food cafeteria
Parkwest,112063042177203872164,"Would rate them lower it I could. The doctor are very professional and answer any and all questions I’ve had. The nurses,  specifically  The one in the ccu, are horrible!!! They all seem to have forgotten what a basic standard of care is. I am having surgery here on Monday and honestly dread it just because of the care I have received here before hand. If you have a choice for yourself or your loved one go somewhere else if you want them treated with respect and  dignity  Because they will not receive that here.",bad,06/19/2019 18:08:30,7,would rate lower could doctor professional answer question ive nurse specifically one ccu horrible seem forgotten basic standard care surgery monday honestly dread care received hand choice loved one go somewhere else want treated respect dignity receive
Parkwest,108192129586747331471,Everyone from reception to the nurses helping with the procedure were extremely kind and helpful.,good,10/31/2019 18:32:58,0,everyone reception nurse helping procedure extremely kind helpful
Parkwest,108545255964838290356,"So tonight we brought my mom into the er around 8:45pm, it is now 2:15am and we have seen no one. Not the first doctor or nurse but as I type this a nurse is sitting in the floor in the waiting room speaking with her friends and laughing. She has even checked her friends heartrate and things but her friend just got here. Very unsatisfied with the hospital tonight and their staff. No concern for others and even ones with heart conditions like my mother. Just wait for 7 hours or more they dont care tonight.",bad,12/10/2019 07:19:07,4,tonight brought mom er around 845pm 215am seen one first doctor nurse type nurse sitting floor waiting room speaking friend laughing even checked friend heartrate thing friend got unsatisfied tonight staff concern others even one heart condition like mother wait 7 hour dont care tonight
Parkwest,106444586298851480430,"Horrendous facility. I couldn’t find parking for pre-op testing and was late. Then I couldn’t find parking the day of surgery and was late again. I knew I would be staying the night so I was not giving anyone the keys to my vehicle. No one seems to know which hand is holding the other. I was told pre-op testing would take 45 minutes and 2.5 hours later they still couldn’t find a vein. The unbelievable part is I did ALL of my pre-op testing the Monday before my surgery at my PC’s office. The hospital insisted on repeating the test “4” days later. I asked them why “repeatedly” and they told me because the results came over from my doctor too dark and they couldn’t read them. I said fax?!?! They said yes! I said, “I thought everything was electronic now?!” My thoughts....how antiquated and how can your records be secure if they come over an unmanned fax machine? More importantly, if you can’t read the results PICK-UP the phone and call the doctor, don’t put the patient through the expense and pain of repeated test! After repeated sticks they still couldn’t get a vein. I was told to come to the hospital for surgery early so they could stick me AGAIN! I played their game and did as requested and thankfully a very kind man was able to get a vein (it was where I told them it was all along and pre-op wouldn’t listen). I had, had chemo previously and veins are few and far between. Then they came in and told me I had to have “2” shots in my thigh and one in my spine. They tried to give me oxycodone. I refused as it’s listed in multiple places as a known allergy. They offered me ONLY Tylenol as a substitute. I’m willing to bet a million dollars that the oxycodone never made it back to the dispensary. Anyway, I go away to surgery and wake up and my female parts are hurting. I apparently have told my post-op nurse multiple times because she (brown headed nurse with hair just below her ear lobes) told me she heard me and to please “shut up”. The vagina pain is worse then the total knee replacement and after I get to my room a female PA comes in and orders me something and tells me I must have had a reaction to the catheter. This makes sense so I take the meds and I’m better. Once discharged and back at home I discover (while showering) I have bruises at the top of both of my inner thighs. Either someone got really rough with the catheter or I have no idea what happened. However, the floor I was on had fantastic nurses, but the last day before leaving I was rocking myself in pain and asked when I could get a pain pill. They informed me that I had to ask for them!!What?!?! I’m less then 24 hours post-op for a total knee replacement and I have to ask you to make sure you are giving me my prescribed meds?!?! That’s insane! On another note....the food is horrible! My first and my last visit to that hospital. Who checks behind nurses and staff to ensure patients are getting their meds? If a patient doesn’t get their pain pill where is it going?  I went over 12 hours without anything!",bad,12/22/2019 04:49:41,2,horrendous facility couldnt find parking preop testing late couldnt find parking day surgery late knew would staying night giving anyone key vehicle one seems know hand holding told preop testing would take 45 minute 25 hour later still couldnt find vein unbelievable part preop testing monday surgery pc office insisted repeating test 4 day later asked repeatedly told result came doctor dark couldnt read said fax said yes said thought everything electronic thoughtshow antiquated record secure come unmanned fax machine importantly cant read result pickup phone call doctor dont put patient expense pain repeated test repeated stick still couldnt get vein told come surgery early could stick played game requested thankfully kind man able get vein told along preop wouldnt listen chemo previously vein far came told 2 shot thigh one spine tried give oxycodone refused listed multiple place known allergy offered tylenol substitute im willing bet million dollar oxycodone never made back dispensary anyway go away surgery wake female part hurting apparently told postop nurse multiple time brown headed nurse hair ear lobe told heard please shut vagina pain worse total knee replacement get room female pa come order something tell must reaction catheter make sense take med im better discharged back home discover showering bruise top inner thigh either someone got really rough catheter idea happened however floor fantastic nurse last day leaving rocking pain asked could get pain pill informed ask themwhat im le 24 hour postop total knee replacement ask make sure giving prescribed med thats insane another notethe food horrible first last visit check behind nurse staff ensure patient getting med patient doesnt get pain pill going went 12 hour without anything
Parkwest,104945571307727528814,Worst hospital ever took 6 hours to get my mom in calling people who weren't here before us some people were not sick I'm type 1 diet b so I ask them for food she says ur mom will lose the spot I ask can u get something she says no 😂this is a horrible able place to go plz don't go here if u need to be healthy 🙏,bad,03/02/2020 18:32:15,1,worst ever took 6 hour get mom calling people werent u people sick im type 1 diet b ask food say ur mom lose spot ask u get something say horrible able place go plz dont go u need healthy
Parkwest,102654509531244420095,"I was transferred to Parkwest to have a procedure done in the GI department. I was in the hospital there for three and a half days. I loved it. I have been to other hospitals and this one really stands out. Everyone that came in my room, no matter whether it was a nurse, a doctor, or just the cleaning lady, no one walked out without asking ""Is there anything I can get you?"" The nurses were very genuine when they said if I need anything just ask. One of them even said don't be afraid to use the call button. That's what we're here for.  No one enjoys being in a hospital sick, but they made my visit so much easier.",good,02/20/2019 19:56:49,0,transferred procedure done gi department three half day loved one really stand everyone came room matter whether nurse doctor cleaning lady one walked without asking anything get nurse genuine said need anything ask one even said dont afraid use call button thats one enjoys sick made visit much easier
Parkwest,117014483846346976887,"Still here in the waiting room going on 5hrs. Seems like the normal time frame for this hospital as this is my 2nd time coming here. It will be my last. TerraNova going forward.

Please everyone, do yourself a favor if you don't have a full day to offer, stay away from this ER.....",bad,01/05/2020 06:22:41,2,still waiting room going 5hrs seems like normal time frame 2nd time coming last terranova going forward please everyone favor dont full day offer stay away er
Parkwest,104654533657851277256,"This medical facility is a joke. I witnessed it myself when my sister was there after surgery in room 443. She felt nauseous, dizzy and her heart rate has gone up. She pinged the nurse station at 9 pm, nobody came. Called again at 9:20, no response. 9:20 no response, so naturally I thought her little calling remote was broken. I unplugged it and re-plugged it on the wall because I thought it was broken, at that point, Nancy from the nurse station came almost immediately to explain to us that unless we push a button on the wall the alarm keeps beeping in the Nurse’s station. 10 minutes later, at 9:30 my wife and I went to the nurses station where we were told that my sisters nurse Kaylee had to leave and a new nurse Abby would take care of her. Abby came and helped my sister at 9:55.

Yes, 55 minutes from the 1st call. I will never come to this medical center out of my own will. If I land here, I will for sure be unconscious, incapacitated or both.",bad,12/27/2018 03:19:26,8,facility joke witnessed sister surgery room 443 felt nauseous dizzy heart rate gone pinged nurse station 9 pm nobody came called 920 response 920 response naturally thought little calling remote broken unplugged replugged wall thought broken point nancy nurse station came almost immediately explain u unless push button wall alarm keep beeping nurse station 10 minute later 930 wife went nurse station told sister nurse kaylee leave new nurse abby would take care abby came helped sister 955 yes 55 minute 1st call never come land sure unconscious incapacitated
Parkwest,105978922328565493950,My boyfriend had his back go out on him. We waited over 2 hours just for the doctor to spend less than 3 minutes and send us on our way. My boyfriend had to be wheeled in and out of the ER because he couldn’t walk. During this 2+ hour span he almost landed on the floor. Nurses were unprofessional and the doctor could’ve cared less. We will never go back to this hospital again.,bad,07/17/2019 01:07:57,2,boyfriend back go waited 2 hour doctor spend le 3 minute send u way boyfriend wheeled er couldnt walk 2 hour span almost landed floor nurse unprofessional doctor couldve cared le never go back
Parkwest,107693677170850125539,Sent to collections although I made payments every single month for the 7 months that I had an outstanding balance with Parkwest. I was NEVER notified that I was being sent to collections. I got online to make my monthly payment and my account was gone. Apparently you are suppose to set up a payment plan.... The most absurd thing I have ever heard. TERRIBLE customer service!!!!,bad,06/07/2019 14:07:21,3,sent collection although made payment every single month 7 month outstanding balance never notified sent collection got online make monthly payment account gone apparently suppose set payment plan absurd thing ever heard terrible customer service
Parkwest,112684804850235763568,Awesome emergency room got me in and out quickly great doctor fixed me up couldn’t ask for more I know guy grew up with Neal Heatherly the administrator I texted him told him great experience I had I felt it deserved great review,good,08/31/2019 13:36:13,0,awesome emergency room got quickly great doctor fixed couldnt ask know guy grew neal heatherly administrator texted told great experience felt deserved great review
Parkwest,112831493411871126608,"The billing department refused to provide me with an itemized detailed billing statement, first red flag. A volunteer at the front desk and patient representative, took inappropriate actions against me, to prevent me from filing a complaint or grievance, second and third red flag. When I attempted to go up the chain of command to the administration, to lodge a complaint about their misconduct, they took actions, to not only prevent me from doing so, but would result in armed guards, being used to intimidate and retaliate against me, to prevent my evidence and complaints from escalating to anyone in authority, or to prevent accountability in all the matters referred to herein. The armed security guards, demanded, that I provide them with Hippa Act infornation without a release. When I refused to comply with this unreasonable demand, I was forced into a 3' x 3' corner. When I removed myself from that threatening position, another armed guard attempted to sneak up behind me, positioning themselves to attack me, but I did not allow it, nor had I recorded myself doing anything wrong. I was then asked to leave, if I wasn't going to verbally tell the guards the nature of my complaint, when it was inappropriate for them to receive it. Video in the hospital, as well as the recordings I made, captured not only my NOT engaging in bad behavior, but capturing hospital staff's misbehavior. The way I was treated, reminded me of YouTube videos, of news stations sending a man into several police stations, requesting a complaint form, where he video recorded the police,  mistreating him, just like Park West treated me, for doing ABSOLUTELY NOTHING WRONG. This was so well coordinated, that I have a reasonable articulable suspicion that, this is common practice. I noticed the massive building going on outside, somehow I wonder if, the overbilling is funding it, look at what they do to patients, in order to prevent them, from receiving an itemized detailed billing statement, or documenting through complaints, about any of it....BULLIES, the whole lot of them.",bad,10/02/2019 22:08:48,2,billing department refused provide itemized detailed billing statement first red flag volunteer front desk patient representative took inappropriate action prevent filing complaint grievance second third red flag attempted go chain command administration lodge complaint misconduct took action prevent would result armed guard used intimidate retaliate prevent evidence complaint escalating anyone authority prevent accountability matter referred herein armed security guard demanded provide hippa act infornation without release refused comply unreasonable demand forced 3 x 3 corner removed threatening position another armed guard attempted sneak behind positioning attack allow recorded anything wrong asked leave wasnt going verbally tell guard nature complaint inappropriate receive video well recording made captured engaging bad behavior capturing staff misbehavior way treated reminded youtube video news station sending man several police station requesting complaint form video recorded police mistreating like park treated absolutely nothing wrong well coordinated reasonable articulable suspicion common practice noticed massive building going outside somehow wonder overbilling funding look patient order prevent receiving itemized detailed billing statement documenting complaint itbullies whole lot
Parkwest,118050746689071869217,"Words cannot even begin to describe how incredibly HAPPY and THANKFUL we are for everyone here at the birthing center! Everyone we met in our experience from receptionists to JJ (who pre-registered us) to the nurses and doctors were so incredibly kind, compassionate, and comforting to us this entire stay! Special shout out to our night shift nurse, Chelsea Hoerner, who we spent a lot of time with! Thank you so much for comforting us and helping us through this entire process! We always knew Kip was well taken care of when you were on duty! THANK YOU CHELSEA!!!!!!! And thank you everyone!

This place hands down was a great place to deliver a baby! The rooms are nice (dads- the couch is easy to sleep on), and the people are great! Highly recommended for anyone reading this!",good,07/14/2019 12:53:31,0,word cannot even begin describe incredibly happy thankful everyone birthing everyone met experience receptionist jj preregistered u nurse doctor incredibly kind compassionate comforting u entire stay special shout night shift nurse chelsea hoerner spent lot time thank much comforting u helping u entire process always knew kip well taken care duty thank chelsea thank everyone place hand great place deliver baby room nice dad couch easy sleep people great highly recommended anyone reading
Parkwest,101421694636018697108,The third floor nurses are rude and lazy.  Do not give any attention to patients.  They do the bare minimum.  If you get a nurse named Amanda request a different one.,bad,10/30/2019 02:27:58,2,third floor nurse rude lazy give attention patient bare minimum get nurse named amanda request different one
Parkwest,115019127022837827362,"Brought my mother in for SOB and chest pain, we came in at 4p and didnt get seen till 2a! 10 HOURS is a horrendous amount of time to have patients waiting in the ER!! This is unacceptable, I am so disappointed. Park West has always been my hospital of choice, but now I'm not so sure!",bad,01/07/2020 07:48:04,1,brought mother sob chest pain came 4p didnt get seen till 2a 10 hour horrendous amount time patient waiting er unacceptable disappointed park always choice im sure
Parkwest,106588848390831779969,I waited four hours to be seen...walked out. There was blood on bathroom wall and people where leaving their snot tissues everywhere in the lobby. It was one of the dirtiest hospitals I have ever been at.,bad,12/28/2019 14:17:00,1,waited four hour seenwalked blood bathroom wall people leaving snot tissue everywhere lobby one dirtiest ever
Parkwest,100349472766115679083,"I went to the ER a few days ago due to tingling in my arm and hand. Everyone who helped me was great, but i didn't like the long wait time in between getting test results. After being admitted, the nurses and CNA's took very good care of me. Even the transport staff was great!",good,06/18/2018 22:34:55,1,went er day ago due tingling arm hand everyone helped great didnt like long wait time getting test result admitted nurse cnas took good care even transport staff great
Parkwest,116721419279922303611,"Over the past few years my Dad has had 3 surgeries there.The most recent one being today. Each time we have had nothing less than a great experience. From the housekeeping staff to the physicians, the CNAs, nurses, volunteers, cafeteria workers and security none were nothing but polite. You could tell that they enjoy their workplace and care about what they are doing. When folks are there it's usually a for a serious event in their life and this compassion goes a long way in making one feel much better. Thank you all!",good,05/11/2018 03:44:33,3,past year dad 3 surgery therethe recent one today time nothing le great experience housekeeping staff physician cnas nurse volunteer cafeteria worker security none nothing polite could tell enjoy workplace care folk usually serious event life compassion go long way making one feel much better thank
Parkwest,116395888844704498680,"Took my husband due to back pain and his lower spine was off a bit to where it was bulging. We spent over an hour waiting only for them to spend 5 mins looking at him giving him a prescription for pain meds and muscle relaxers and sent him on his way... no xray, no mri, no nothing. He can hardly sit, lean, and bend. Worst hospital, I will never take him back there.",bad,09/21/2019 05:44:35,2,took husband due back pain lower spine bit bulging spent hour waiting spend 5 min looking giving prescription pain med muscle relaxer sent way xray mri nothing hardly sit lean bend worst never take back
Parkwest,111921820274957399464,My daughter had her acl repaired at parkwest and was treated with complete respect and done a great job Dr Ryan,good,08/14/2019 18:27:39,0,daughter acl repaired treated complete respect done great job dr ryan
Parkwest,103387956896229350641,"I recently had surgery at Parkwest and had to stay overnight.  I was very pleased with the whole experience.  The facility was clean and well kept and the staff was wondeful.  I was very nervous as this was the first surgery I've ever had and only hospital stay I've ever needed other than when my kids were born years ago.  The staff was very attentive, helpful and kind.",good,09/20/2018 23:00:36,1,recently surgery stay overnight pleased whole experience facility clean well kept staff wondeful nervous first surgery ive ever stay ive ever needed kid born year ago staff attentive helpful kind
Parkwest,100594039777038637238,"Doctor had poor bedside manor; tries to give me a medication that is labeled ""off market"" for pain that has previously caused a bad reaction. I refused, and then all of a sudden I was the bad guy.  Came in at 12pm on a Monday for stomach pain and blood in stool... it is now 4pm,  and all I am is stressed and still in pain.",bad,11/18/2019 21:02:07,2,doctor poor bedside manor try give medication labeled market pain previously caused bad reaction refused sudden bad guy came 12pm monday stomach pain blood stool 4pm stressed still pain
Parkwest,109612519475934990961,"Very grateful for Parkwest ER today! I have an abscessed tooth, which we all the know the ER is not the place for dental issues. Since it was suspected to be abscessed I went in hopes they would at least give me antibiotics. I arrived and waited. When called the triage there was a doctor who looked at my tooth, verified symptoms of an abscess, and gave me antibiotics and something to help the pain. It was total a 30 minutes trip. Very happy with my experience and love the way they handled my situation as putting me in a room is a waste of their resources. Thank you Parkwest! I had been here before and also had a great experience then but was beyond surprised with the ease of today. As mentioned before you will receive separate bills for services. The more you have done the more separate bills you will receive. You are made aware of this during triage. The physicians bills separate from the hospital as they are independent contractors. X-ray's/radiology would be billed separate from both the hospital and the physician, etc.",good,09/05/2018 00:24:28,3,grateful er today abscessed tooth know er place dental issue since suspected abscessed went hope would least give antibiotic arrived waited called triage doctor looked tooth verified symptom abscess gave antibiotic something help pain total 30 minute trip happy experience love way handled situation putting room waste resource thank also great experience beyond surprised ease today mentioned receive separate bill service done separate bill receive made aware triage physician bill separate independent contractor xraysradiology would billed separate physician etc
Parkwest,101899596036115213735,My mom stayed here for weeks while she battled an unknown infection. They were wonderful to keep her comfortable while they treated her and were always super informational when family members asked for updates.,good,04/28/2019 18:23:19,0,mom stayed week battled unknown infection wonderful keep comfortable treated always super informational family member asked update
Parkwest,115561184798292053907,"I would rather die than go to this hospital again. I went in to the ER with severe level 10 leg pain and was immediately treated like a drug seeker, they wouldn't do any imaging until they drug tested me, and we're convinced that the cat scratches on my arm were track marks. They finally gave me an MRI and found a herniated disc with fluid around it, I was admitted to the hospital and was supposed to get surgery the next day. As soon as I got in the room the nurses were very rude and unprofessional. They even tried to give me penicillin, which I am allergic to , thankfully my mom was there because they had me so drugged up I didn't know what was going on. I had my boyfriend help me get to the bathroom to change clothes and clean up they called security on me for not leaving the bathroom door open (Who leaves the bathroom door open when they're changing and there are people around?) They then proceeded to tell me I couldn't have any visitors and that my mom had to leave with no explanation of why. I ended leaving because of all this and I'm now having to figure out how to get my surgery.",bad,07/07/2019 18:37:25,3,would rather die go went er severe level 10 leg pain immediately treated like drug seeker wouldnt imaging drug tested convinced cat scratch arm track mark finally gave mri found herniated disc fluid around admitted supposed get surgery next day soon got room nurse rude unprofessional even tried give penicillin allergic thankfully mom drugged didnt know going boyfriend help get bathroom change clothes clean called security leaving bathroom door open leaf bathroom door open theyre changing people around proceeded tell couldnt visitor mom leave explanation ended leaving im figure get surgery
Parkwest,116727455899889458713,Waited three hours and still had people going on ahead. They kept saying you are next.  I left,bad,12/30/2019 20:20:20,1,waited three hour still people going ahead kept saying next left
Parkwest,103525738884140804064,"My step dad was placed in this awful place from newport because of trauma from a overdose, today they declared him brain dead, they told us they have to pull the plug HELL NO IT HAS ONLY BEEN 3 DAYS WE TOLD THEM WE WANTED TO WAIT IT OUT REGARDLESS! I had to call Howard Turners Law Office, UT MEDICAL CENTER, and Vanderbilt we were informed that its our decision to pull the plug NOT PARKWEST MEDICAL CENTER! We have been here arguing and calling everyone possible to transfer and save my step father, finally after I took my personal cell phone to the nurse UT asked for his info and explained to these idiots it's our legal right to choose to keep him alive and his placement. I am praying that UT gets him in their care very soon before PARKWEST tries to play the role of GOD. I DO NOT ADVISE ANYONE TO THE CCU DEPARTMENT, this center is horrible and cold they will tell you theres no hope because the tests and science ANYTHING IS POSSIBLE THROUGH CHRIST AND MIRACLES DO HAPPEN!",bad,07/15/2019 01:21:28,4,step dad placed awful place newport trauma overdose today declared brain dead told u pull plug hell 3 day told wanted wait regardless call howard turner law office ut vanderbilt informed decision pull plug arguing calling everyone possible transfer save step father finally took personal cell phone nurse ut asked info explained idiot legal right choose keep alive placement praying ut get care soon try play role god advise anyone ccu department horrible cold tell hope test science anything possible christ miracle happen
